formatted_date,EWA,EWA_beta,const_beta,EWC,y_hat,e,q,sqrt_q,zScore,longsEntry,longsExit,shortsEntry,shortsExit
2007-10-10,17.613094329833984,1.4465945237314226,0.2402346400653537,25.710979461669922,25.719240443568165,-0.008260981898242648,0.02787748063682337,0.16696550732658338,-0.1011776609832361,False,False,False,True
2007-10-11,17.73577308654785,1.4397482937107187,0.24069713747307767,25.672914505004883,25.775746176470832,-0.10283167146594963,0.02802520470084109,0.1674073018145896,-0.4562322840594727,False,False,False,True
2007-10-12,17.858457565307617,1.443071056928806,0.24044458341948732,26.06120491027832,26.011467817306187,0.04973709297213347,0.02814791358619529,0.16777339951909925,1.0737359169698308,False,True,False,False
2007-10-15,17.6024227142334,1.4442313154193467,0.24062561417958397,25.680522918701172,25.662595725324273,0.017927193376898742,0.027737015115695422,0.16654433378441735,0.4378333340738449,False,True,False,False
2007-10-16,17.24504280090332,1.453150651427893,0.2436405041046676,25.444499969482422,25.303285684139222,0.14121428534319946,0.0273097866137674,0.16525672940539335,1.1375941624504395,False,True,False,False
2007-10-17,17.293046951293945,1.4641156490102987,0.2453547011558841,25.733810424804688,25.564375361615184,0.1694350631895034,0.027517414484050134,0.16588373785290147,1.0359331175223108,False,True,True,False
2007-10-18,17.655759811401367,1.46869813762372,0.24477791855437575,26.243925094604492,26.175759471891286,0.06816562271320592,0.028048018129339387,0.16747542544904725,-0.4498229067427778,False,True,False,False
2007-10-19,16.978336334228516,1.4797432071099892,0.2494697405690646,25.551090240478516,25.373047599172427,0.1780426413060887,0.02695716745727803,0.1641863802429362,0.7779742200384656,False,True,True,False
2007-10-22,17.02634048461914,1.4850903995144946,0.25052374610877126,25.619609832763672,25.536178538681625,0.08343129408204675,0.027234248856322637,0.1650280244574316,-0.7252582990082098,False,True,False,False
2007-10-23,17.479738235473633,1.4698214079421361,0.25311267127595516,25.718591690063477,25.9452061349998,-0.22661444493632388,0.027919576371921623,0.16709152094562316,-1.4410829498836746,True,False,False,True
2007-10-24,17.52774429321289,1.4616185938364057,0.25376944220120845,25.749042510986328,25.872646409171118,-0.12360389818478978,0.02782924692604576,0.16682100265268088,-0.5464822760943432,False,False,False,True
2007-10-25,17.57575225830078,1.4575511205037666,0.2539229221841711,25.809953689575195,25.87148031996708,-0.061526630391885107,0.027845672436191734,0.16687022633229612,0.1585119622722442,False,False,False,True
2007-10-26,18.093156814575195,1.4473811480573686,0.2570232412061714,26.297218322753906,26.44471732346802,-0.14749900071411304,0.028543165201871206,0.16894722608516308,-0.1126010136706169,False,False,False,True
2007-10-29,18.3065185546875,1.4476292391779326,0.25696409107566,26.761640548706055,26.75801561839463,0.0036249303114246345,0.0286444895917571,0.1692468303743296,1.2674814333254938,False,True,False,False
2007-10-30,18.05048179626465,1.4510899957978816,0.2572395437380861,26.50278663635254,26.450113097629494,0.052673538723045255,0.028181266788951678,0.16787276964699094,1.0491599772527118,False,True,False,False
2007-10-31,18.514549255371094,1.461636679238941,0.25497813837765415,27.469707489013672,27.31652242960407,0.15318505940960137,0.028875627523191668,0.1699283011248911,1.0994757380888942,False,True,False,False
2007-11-01,17.805118560791016,1.475376297059593,0.26027529957486717,26.746417999267578,26.529525190501747,0.21689280876583084,0.02776939119198374,0.16664150500995764,1.1448406279971393,False,True,True,False
2007-11-02,17.99714469909668,1.491270247141216,0.2615651383849789,27.34027862548828,27.10017156164311,0.24010706384517277,0.028238560766799557,0.16804333002770314,0.8872875142995711,False,True,True,False
2007-11-05,17.6024227142334,1.5100368129253248,0.2677170607754958,27.142322540283203,26.848023355940843,0.2942991843423606,0.027672105094824137,0.16634934654162048,1.166465195631828,False,True,True,False
2007-11-06,17.959802627563477,1.5204281853053363,0.2671954140944392,27.72856330871582,27.573785531562784,0.1547777771530363,0.028297530342371494,0.16821869795706865,-1.241465380740905,False,True,False,False
2007-11-07,17.661096572875977,1.5188253706048804,0.2668708932927373,27.066181182861328,27.090992440879674,-0.02481125801834594,0.02778728296983551,0.16669517980384288,-1.3672426747556254,False,False,False,True
2007-11-08,17.815786361694336,1.498221219942192,0.26641017311807064,26.647449493408203,26.958399350165227,-0.31094985675702347,0.028085146165251797,0.16758623501126754,-1.2989643031796179,True,False,False,True
2007-11-09,17.181028366088867,1.5000409264498102,0.2672815671872838,26.068815231323242,26.039527274815697,0.029287956507545232,0.027159105928039946,0.16480020002427165,0.34126536047415895,False,True,False,False
2007-11-12,16.407590866088867,1.4998694886617037,0.2671370656437524,24.873483657836914,24.876381988134902,-0.0028983302979881387,0.02625211418538097,0.1620250418465645,0.4732199551482038,False,False,False,True
2007-11-13,17.197036743164062,1.4815362148370064,0.2695475957452325,25.474958419799805,25.747580318625438,-0.2726218988256335,0.027718458008668723,0.16648861224921277,-0.7521419026621909,True,False,False,True
2007-11-14,17.20236587524414,1.4681687404922934,0.2700264694257907,25.322677612304688,25.52600230997059,-0.20332469766590222,0.027510439780580136,0.16586271365373273,-0.6130660470157546,True,False,False,True
2007-11-15,16.67429542541504,1.4542170738120894,0.2645132670609459,24.28723907470703,24.51255836848631,-0.22531929377927895,0.02669196558595679,0.16337675962619896,-0.414122320192394,True,False,False,True
2007-11-16,16.876989364624023,1.4482671052382161,0.26408178245228703,24.6146183013916,24.70647031469248,-0.09185201330087978,0.0271672260543506,0.16482483445873866,1.3890955150437003,False,False,False,True
2007-11-19,16.450265884399414,1.4455236493084016,0.2630320279707743,23.997922897338867,24.042280401281314,-0.04435750394244664,0.026503333763177726,0.16279844521118045,1.112252211660371,False,False,False,True
2007-11-20,16.748971939086914,1.4423109598990085,0.26304276310034425,24.370988845825195,24.42026855788635,-0.04927971206115345,0.02709596321651328,0.16460851501824952,0.6323656843762044,False,False,False,True
2007-11-21,16.10354995727539,1.4505231235761145,0.2673581850894522,23.761903762817383,23.62592976978056,0.13597399303682423,0.026053792931947217,0.1614118735779596,1.4663057933032753,False,True,False,False
2007-11-23,16.300912857055664,1.4610084750657197,0.2687610768109639,24.249176025390625,24.084532912277044,0.1646431131135806,0.0265698320565027,0.1630025523005781,0.986619206224563,False,True,True,False
2007-11-26,16.0555419921875,1.4790014489237877,0.2739250650688044,24.310077667236328,24.020094934770835,0.2899827324654929,0.02617414249200549,0.16178424673621808,1.1041187971262536,False,True,True,False
2007-11-27,16.348918914794922,1.4622101525515967,0.2747630710467617,23.921789169311523,24.18031829150273,-0.25852912219120583,0.02671176771996482,0.16343735105527385,-1.4392102859262752,True,False,False,True
2007-11-28,16.882326126098633,1.4504139196954826,0.27912754182477284,24.591785430908203,24.765488351956943,-0.17370292104873997,0.027430206379875924,0.1656206701468024,-0.6808116869010001,True,False,False,True
2007-11-29,16.727638244628906,1.4545967956043715,0.2789622482550189,24.675535202026367,24.61093123692136,0.06460396510500743,0.02696727212855171,0.16421714931319356,0.33945787017888457,False,True,False,False
2007-11-30,16.876989364624023,1.4379467272019626,0.2805496435563489,24.29485511779785,24.548761265439794,-0.25390614764194197,0.027195782985806084,0.16491143982697526,-0.6492821093334287,True,False,False,True
2007-12-03,16.807649612426758,1.4305896218832652,0.2802907316992264,24.21110725402832,24.325139835487228,-0.1140325814589076,0.027038253568319806,0.16443312795273282,0.03862844905402397,False,False,False,True
2007-12-04,16.583616256713867,1.422924100381565,0.2786380474241723,23.754291534423828,23.87586529058185,-0.12157375615802124,0.026719097068212638,0.16345977201811043,-0.11737139707898209,False,False,False,True
2007-12-05,16.79164695739746,1.4196410703745743,0.2787005117796921,24.06644630432129,24.11681217173139,-0.05036586741010041,0.027114272424089394,0.16466412002646294,0.989725918656525,False,False,False,True
2007-12-06,17.111690521240234,1.4116862766254041,0.2803330049894709,24.31769561767578,24.43667168368532,-0.11897606600953736,0.027529944847207118,0.16592150206409992,-0.520845612513387,False,False,False,True
2007-12-07,16.940998077392578,1.4184846464448773,0.2807077494437495,24.416671752929688,24.311253417677307,0.10541833525238076,0.027145839118155934,0.16475994391282103,1.4262023481516848,False,True,False,False
2007-12-10,17.266376495361328,1.412126848694749,0.2818100059926505,24.568941116333008,24.664123834764325,-0.09518271843131743,0.027654490854873818,0.1662963945937308,-0.5491762743290148,False,False,False,True
2007-12-11,16.81298065185547,1.4085748149101673,0.28080753952455945,23.906564712524414,23.963148649300102,-0.05658393677568796,0.026882048029759856,0.1639574579876129,-0.15078735238129246,False,False,False,True
2007-12-12,17.01567840576172,1.4052963467861088,0.280757611621184,24.142581939697266,24.192828313325407,-0.05024637362814133,0.027317125291949167,0.1652789317848744,-0.2944520419864377,False,False,False,True
2007-12-13,16.89299201965332,1.402972667147411,0.2804584622967722,23.944631576538086,23.98086453220972,-0.03623295567163254,0.027095220409074264,0.16460625871780898,0.9248599774193912,False,False,False,True
2007-12-14,16.17289161682129,1.4281100983783905,0.29734262562994906,23.815200805664062,23.394012463591647,0.4211883420724156,0.02606632505840846,0.16145068924723877,1.4990143626322345,False,True,True,False
